index,id,level_1,level_2,level_3
25916,data/1989/05/21/0252057.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25916,data/1989/05/21/0252057.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25917,data/1989/05/26/0253638.xml,Top--News,Top--News--New York and Region,None
25917,data/1989/05/26/0253638.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25918,data/1989/05/26/0253564.xml,Top--News,Top--News--Business,None
25919,data/1989/05/26/0253586.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25920,data/1989/05/26/0253640.xml,Top--News,Top--News--New York and Region,None
25920,data/1989/05/26/0253640.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25921,data/1989/05/26/0253474.xml,Top--News,Top--News--Business,None
25922,data/1989/05/26/0253488.xml,Top--News,Top--News--Business,None
25923,data/1989/05/14/0249903.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
25924,data/1989/05/14/0249936.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25925,data/1989/05/14/0249929.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
25926,data/1989/05/14/0249877.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
25927,data/1989/05/14/0249562.xml,Top--Features,Top--Features--Week in Review,None
25928,data/1989/05/14/0249922.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
25929,data/1989/05/14/0249810.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
25930,data/1989/05/14/0250021.xml,Top--News,Top--News--New York and Region,None
25931,data/1989/05/14/0249688.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25932,data/1989/05/14/0249625.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25933,data/1989/05/07/0247752.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25934,data/1989/05/07/0247695.xml,Top--Features,Top--Features--Magazine,None
25934,data/1989/05/07/0247695.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25935,data/1989/05/07/0248035.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
25935,data/1989/05/07/0248035.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25936,data/1989/05/07/0247844.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25936,data/1989/05/07/0247844.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25937,data/1989/05/07/0247944.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25937,data/1989/05/07/0247944.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25938,data/1989/05/07/0247849.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25939,data/1995/08/05/0780329.xml,Top--News,Top--News--New York and Region,None
25940,data/1995/08/05/0780283.xml,Top--News,Top--News--New York and Region,None
25940,data/1995/08/05/0780283.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25941,data/1995/08/05/0780267.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
25942,data/1995/08/05/0780237.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Basketball
25943,data/1995/08/05/0780324.xml,Top--News,Top--News--U.S.,None
25943,data/1995/08/05/0780324.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25944,data/1995/08/05/0780275.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25945,data/1995/08/05/0780235.xml,Top--News,Top--News--Business,None
25946,data/1995/08/24/0784526.xml,Top--News,Top--News--New York and Region,None
25947,data/1995/08/24/0784460.xml,Top--News,Top--News--Business,None
25948,data/1995/08/24/0784395.xml,Top--News,Top--News--U.S.,None
25949,data/1995/08/24/0784422.xml,Top--News,Top--News--Business,None
25950,data/1995/08/24/0784382.xml,Top--News,Top--News--Sports,None
25951,data/1995/08/11/0781732.xml,Top--News,Top--News--Business,None
25952,data/1995/08/11/0781604.xml,Top--News,Top--News--Business,None
25953,data/1995/08/11/0781614.xml,Top--News,Top--News--Business,None
25954,data/1995/08/23/0784337.xml,Top--News,Top--News--Business,Top--News--Business--Columns
25956,data/1995/08/29/0785509.xml,Top--Features,Top--Features--Arts,None
25957,data/1995/08/08/0781134.xml,Top--News,Top--News--Business,None
25958,data/1995/08/08/0781006.xml,Top--News,Top--News--Business,None
25959,data/1995/08/08/0780957.xml,Top--Features,Top--Features--Arts,None
25961,data/1995/08/08/0781127.xml,Top--News,Top--News--Business,None
25962,data/1995/08/08/0781115.xml,Top--News,Top--News--Business,None
25963,data/1995/08/08/0781128.xml,Top--News,Top--News--New York and Region,None
25964,data/1995/08/08/0781085.xml,Top--News,Top--News--Business,None
25965,data/1995/08/02/0779557.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
25965,data/1995/08/02/0779557.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25966,data/1995/08/02/0779624.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25967,data/1995/08/02/0779661.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25968,data/1995/08/30/0785688.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25969,data/1995/08/30/0785639.xml,Top--News,Top--News--Sports,Top--News--Sports--Columns
25970,data/1995/08/06/0780495.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
25971,data/1995/08/06/0780777.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25972,data/1995/08/06/0780459.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
25973,data/1995/08/06/0780433.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Connecticut
25974,data/1995/08/06/0780416.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Editorials
25974,data/1995/08/06/0780416.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25975,data/1995/08/06/0780507.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
25976,data/1995/08/06/0780719.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
25976,data/1995/08/06/0780719.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25976,data/1995/08/06/0780719.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25977,data/1995/08/27/0785305.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
25978,data/1995/08/27/0784942.xml,Top--News,Top--News--New York and Region,None
25979,data/1995/08/27/0785261.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Sunday Travel
25979,data/1995/08/27/0785261.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25979,data/1995/08/27/0785261.xml,Top--News,Top--News--Health,"Top--News--Health--Diseases, Conditions, and Health Topics"
25980,data/1995/08/27/0785103.xml,Top--Features,Top--Features--Magazine,None
25981,data/1995/08/27/0785231.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25982,data/1995/08/27/0785276.xml,Top--Features,Top--Features--Magazine,None
25982,data/1995/08/27/0785276.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25983,data/1995/08/27/0785343.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25985,data/1995/08/27/0785207.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
25986,data/1995/08/27/0784933.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25987,data/1995/08/27/0784897.xml,Top--Opinion,Top--Opinion--Opinion,None
25988,data/1995/08/27/0785187.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
25990,data/1995/08/15/0782526.xml,Top--Features,Top--Features--Arts,None
25991,data/1995/08/15/0782622.xml,Top--News,Top--News--Business,None
25992,data/1995/08/15/0782599.xml,Top--News,Top--News--Sports,None
25993,data/1995/08/18/0783222.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
25993,data/1995/08/18/0783222.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25994,data/1995/08/18/0783294.xml,Top--News,Top--News--Sports,Top--News--Sports--Hockey
25995,data/1995/08/18/0783131.xml,Top--News,Top--News--Obituaries,None
25997,data/1995/08/18/0783238.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
25998,data/1995/08/12/0781798.xml,Top--News,Top--News--New York and Region,None
26000,data/1995/08/12/0781842.xml,Top--News,Top--News--Business,None
26001,data/1995/08/12/0781895.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
26001,data/1995/08/12/0781895.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26002,data/1995/08/12/0781871.xml,Top--News,Top--News--Business,None
26003,data/1995/08/12/0781867.xml,Top--News,Top--News--Business,None
26003,data/1995/08/12/0781867.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26003,data/1995/08/12/0781867.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26004,data/1995/08/20/0783591.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26005,data/1995/08/20/0783737.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
26006,data/1995/08/20/0783760.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Westchester
26006,data/1995/08/20/0783760.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26008,data/1995/08/01/0779364.xml,Top--News,Top--News--Business,None
26009,data/1995/08/01/0779362.xml,Top--News,Top--News--Business,None
26010,data/1995/08/01/0779468.xml,Top--News,Top--News--Business,None
26011,data/1995/08/01/0779304.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26012,data/1995/08/01/0779447.xml,Top--News,Top--News--Business,None
26013,data/1995/08/01/0779463.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Basketball
26014,data/1995/08/03/0779944.xml,Top--News,Top--News--Obituaries,None
26015,data/1995/08/03/0779794.xml,Top--News,Top--News--Business,None
26016,data/1995/08/03/0779771.xml,Top--News,Top--News--Business,None
26017,data/1995/08/03/0779913.xml,Top--News,Top--News--Business,None
26018,data/1995/08/03/0779801.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26019,data/1995/08/03/0779947.xml,Top--News,Top--News--Business,None
26020,data/1995/08/09/0781337.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26022,data/1995/08/31/0785901.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26022,data/1995/08/31/0785901.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26023,data/1995/08/31/0785786.xml,Top--News,Top--News--Business,None
26024,data/1995/08/31/0785767.xml,Top--News,Top--News--Business,None
26025,data/1995/08/31/0785854.xml,Top--Opinion,Top--Opinion--Opinion,None
26026,data/1995/08/31/0785930.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26027,data/1995/08/10/0781456.xml,Top--News,Top--News--New York and Region,None
26027,data/1995/08/10/0781456.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26027,data/1995/08/10/0781456.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26028,data/1995/08/28/0785391.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Editorials
26029,data/1995/08/28/0785420.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26030,data/1995/08/22/0784134.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26031,data/1995/08/22/0784149.xml,Top--News,Top--News--New York and Region,None
26031,data/1995/08/22/0784149.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26031,data/1995/08/22/0784149.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26034,data/1995/08/22/0784178.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26035,data/1995/08/22/0784102.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26036,data/1995/08/25/0784651.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
26037,data/1995/08/25/0784690.xml,Top--News,Top--News--Obituaries,None
26038,data/1995/08/17/0782918.xml,Top--News,Top--News--Business,None
26039,data/1995/08/17/0782908.xml,Top--News,Top--News--Business,None
26040,data/1995/08/17/0783064.xml,Top--News,Top--News--Business,None
26041,data/1995/08/17/0783072.xml,Top--News,Top--News--Sports,Top--News--Sports--Baseball
26042,data/1995/08/04/0780038.xml,Top--News,Top--News--U.S.,None
26043,data/1995/08/04/0780127.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26043,data/1995/08/04/0780127.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26044,data/1995/08/04/0780138.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Football
26046,data/1995/08/13/0781985.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
26047,data/1995/08/13/0781954.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26048,data/1995/08/13/0782183.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Westchester
26048,data/1995/08/13/0782183.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26048,data/1995/08/13/0782183.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26049,data/1995/08/13/0782031.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26050,data/1995/08/13/0782289.xml,Top--Opinion,Top--Opinion--Opinion,None
26051,data/1995/08/13/0782246.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Westchester
26051,data/1995/08/13/0782246.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26052,data/1995/08/13/0782325.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
26054,data/1995/08/19/0783349.xml,Top--News,Top--News--Business,None
26055,data/1995/08/19/0783314.xml,Top--News,Top--News--Business,None
26056,data/1995/08/21/0783925.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26058,data/1995/08/26/0784844.xml,Top--News,Top--News--Obituaries,None
26059,data/1995/08/26/0784813.xml,Top--News,Top--News--World,None
26061,data/1995/08/14/0782438.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
26061,data/1995/08/14/0782438.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26062,data/1995/08/14/0782432.xml,Top--News,Top--News--New York and Region,None
26062,data/1995/08/14/0782432.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26063,data/1995/08/07/0780912.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26065,data/1995/08/07/0780825.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Football
26066,data/2002/07/04/1405806.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26067,data/2002/07/04/1405689.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26067,data/2002/07/04/1405689.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26069,data/2002/07/04/1405637.xml,Top--News,Top--News--Technology,Top--News--Technology--Circuits
26069,data/2002/07/04/1405637.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26070,data/2002/07/25/1410892.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26070,data/2002/07/25/1410892.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26071,data/2002/07/25/1410913.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26071,data/2002/07/25/1410913.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26072,data/2002/07/25/1410894.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26073,data/2002/07/25/1410922.xml,Top--News,Top--News--New York and Region,None
26074,data/2002/07/25/1410917.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26075,data/2002/07/25/1410851.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26076,data/2002/07/17/1408829.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26076,data/2002/07/17/1408829.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26077,data/2002/07/17/1408802.xml,Top--Features,Top--Features--Arts,None
26078,data/2002/07/17/1408880.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26078,data/2002/07/17/1408880.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26081,data/2002/07/17/1409001.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26082,data/2002/07/10/1407099.xml,Top--News,Top--News--Sports,None
26082,data/2002/07/10/1407099.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26083,data/2002/07/10/1407048.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
26083,data/2002/07/10/1407048.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26084,data/2002/07/10/1407209.xml,Top--News,Top--News--Business,None
26084,data/2002/07/10/1407209.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26084,data/2002/07/10/1407209.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26085,data/2002/07/10/1407100.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26086,data/2002/07/10/1407132.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26087,data/2002/07/10/1407111.xml,Top--News,Top--News--Front Page,None
26087,data/2002/07/10/1407111.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26088,data/2002/07/10/1407214.xml,Top--News,Top--News--Business,None
26089,data/2002/07/28/1411778.xml,Top--News,Top--News--Sports,None
26089,data/2002/07/28/1411778.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26090,data/2002/07/28/1411744.xml,Top--News,Top--News--Business,Top--News--Business--Your Money
26092,data/2002/07/28/1411944.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26093,data/2002/07/28/1411766.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26094,data/2002/07/28/1411645.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
26094,data/2002/07/28/1411645.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26094,data/2002/07/28/1411645.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26095,data/2002/07/28/1411662.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
26096,data/2002/07/28/1411858.xml,Top--Opinion,Top--Opinion--Opinion,None
26096,data/2002/07/28/1411858.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Westchester
26096,data/2002/07/28/1411858.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26097,data/2002/07/28/1411773.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26099,data/2002/07/22/1410302.xml,Top--News,Top--News--Sports,None
26099,data/2002/07/22/1410302.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26100,data/2002/07/22/1410192.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
26100,data/2002/07/22/1410192.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26101,data/2002/07/03/1405398.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
26101,data/2002/07/03/1405398.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26102,data/2002/07/03/1405451.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26102,data/2002/07/03/1405451.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26103,data/2002/07/09/1406831.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26104,data/2002/07/09/1406869.xml,Top--News,Top--News--Business,None
26104,data/2002/07/09/1406869.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26105,data/2002/07/09/1406813.xml,Top--News,Top--News--Health,"Top--News--Health--Diseases, Conditions, and Health Topics"
26105,data/2002/07/09/1406813.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26106,data/2002/07/09/1406919.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Basketball
26107,data/2002/07/09/1406998.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26110,data/2002/07/07/1406345.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
26110,data/2002/07/07/1406345.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26111,data/2002/07/07/1406417.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26112,data/2002/07/07/1406242.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26112,data/2002/07/07/1406242.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26113,data/2002/07/07/1406496.xml,Top--News,Top--News--World,Top--News--World--Europe
26113,data/2002/07/07/1406496.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26114,data/2002/07/07/1406344.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26114,data/2002/07/07/1406344.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26115,data/2002/07/07/1406376.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
26116,data/2002/07/07/1406622.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26117,data/2002/07/07/1406613.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26118,data/2002/07/07/1406391.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
26121,data/2002/07/26/1411071.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
26121,data/2002/07/26/1411071.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26122,data/2002/07/14/1407929.xml,Top--Features,Top--Features--Magazine,None
26122,data/2002/07/14/1407929.xml,Top--Opinion,Top--Opinion--Opinion,None
26122,data/2002/07/14/1407929.xml,Top--News,Top--News--Education,None
26123,data/2002/07/14/1408258.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Basketball
26124,data/2002/07/14/1408251.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26125,data/2002/07/14/1408317.xml,Top--News,Top--News--New York and Region,None
26125,data/2002/07/14/1408317.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26127,data/2002/07/14/1408362.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26128,data/2002/07/14/1408348.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26129,data/2002/07/14/1408172.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26129,data/2002/07/14/1408172.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26130,data/2002/07/14/1408131.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26131,data/2002/07/14/1407965.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Connecticut
26132,data/2002/07/14/1407925.xml,Top--Opinion,Top--Opinion--Opinion,None
26133,data/2002/07/14/1408367.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26134,data/2002/07/14/1408005.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26134,data/2002/07/14/1408005.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26135,data/2002/07/13/1407755.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
26135,data/2002/07/13/1407755.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26136,data/2002/07/19/1409444.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26137,data/2002/07/19/1409484.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26138,data/2002/07/19/1409304.xml,Top--Features,Top--Features--Travel,None
26138,data/2002/07/19/1409304.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26139,data/2002/07/19/1409338.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26139,data/2002/07/19/1409338.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26140,data/2002/07/19/1409331.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26140,data/2002/07/19/1409331.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26141,data/2002/07/19/1409270.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26142,data/2002/07/21/1409681.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26143,data/2002/07/21/1410045.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26144,data/2002/07/21/1410098.xml,Top--Features,Top--Features--Week in Review,None
26144,data/2002/07/21/1410098.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26145,data/2002/07/21/1409752.xml,Top--Opinion,Top--Opinion--Opinion,None
26146,data/2002/07/21/1410064.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26147,data/2002/07/21/1409704.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26148,data/2002/07/21/1410134.xml,Top--Classifieds,None,None
26148,data/2002/07/21/1410134.xml,Top--News,Top--News--Sports,None
26149,data/2002/07/08/1406651.xml,Top--News,Top--News--Business,None
26149,data/2002/07/08/1406651.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26150,data/2002/07/08/1406758.xml,Top--News,Top--News--Business,Top--News--Business--Media and Advertising
26150,data/2002/07/08/1406758.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26151,data/2002/07/08/1406641.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
26152,data/2002/07/08/1406782.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26153,data/2002/07/08/1406643.xml,Top--News,Top--News--Business,Top--News--Business--Media and Advertising
26154,data/2002/07/02/1405358.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
26155,data/2002/07/02/1405254.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
26155,data/2002/07/02/1405254.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
26156,data/2002/07/02/1405270.xml,Top--News,Top--News--Science,None
26156,data/2002/07/02/1405270.xml,Top--Opinion,Top--Opinion--Opinion,None
